,NIP,1900-Q000001,1900-Q000002,1900-Q000003,1900-Q000004,1901-Q000001,1901-Q000002,1901-Q000003,1901-Q000004,1902-Q000001,1902-Q000002,1902-Q000003,1902-Q000004,1903-Q000001,FT1,FV1,FT2,FV2
1763,N201806883,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1764,N201806895,0,0,0,6,6,6,0,6,3,0,0,0,0,6,SUIVI_LT,3,Consultation
1765,N201806898,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1766,N201806902,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1767,N201806903,0,0,0,3,3,0,6,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1768,N201806905,0,0,0,0,3,0,0,0,3,0,0,0,0,6,SUIVI_LT,3,Consultation
1769,N201806908,0,0,2,0,6,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1770,N201806909,0,0,0,6,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1771,N201806911,0,0,0,6,0,3,0,0,3,0,0,0,0,6,SUIVI_LT,3,Consultation
1772,N201806918,0,0,2,0,0,0,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1773,N201806930,0,2,0,11,4,0,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1774,N201806931,0,2,6,6,6,3,3,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1775,N201806933,0,7,6,0,0,3,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1776,N201806938,0,0,0,3,0,3,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1777,N201806939,0,0,8,0,3,0,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1778,N201806940,0,0,0,3,3,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1779,N201806946,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1780,N201806947,0,0,2,0,3,0,3,0,4,0,0,0,0,6,SUIVI_LT,3,Consultation
1781,N201806956,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1782,N201806976,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1783,N201806991,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1784,N201806993,0,4,11,3,6,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1785,N201806996,0,4,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1786,N201807009,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1787,N201807015,0,2,0,3,0,0,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1788,N201807020,2,0,4,9,6,6,12,12,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1789,N201807023,0,2,2,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1790,N201807030,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1791,N201807036,0,0,0,3,3,0,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1792,N201807037,0,0,0,6,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1793,N201807038,0,0,0,0,0,5,0,4,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1794,N201807044,0,0,0,3,0,3,0,6,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1795,N201807048,0,0,6,3,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1796,N201807060,0,0,0,0,0,3,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1797,N201807061,0,0,0,0,0,0,3,6,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1798,N201807064,0,0,0,0,3,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1799,N201807067,0,0,0,6,9,3,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1800,N201807068,0,4,0,3,0,0,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1801,N201807070,0,2,3,3,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1802,N201807077,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1803,N201807078,0,0,3,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1804,N201807091,0,0,3,6,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1805,N201807092,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1806,N201807093,0,0,0,0,3,0,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1807,N201807094,0,0,3,6,0,3,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1808,N201807104,0,0,0,0,6,0,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1809,N201807105,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1810,N201807110,0,0,0,3,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1811,N201807125,0,0,2,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1812,N201807128,0,1,0,6,0,0,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1813,N201807130,0,4,3,3,0,3,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1814,N201807136,0,0,0,0,4,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1815,N201807140,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1816,N201807141,0,16,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1817,N201807146,0,0,0,2,0,6,4,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1818,N201807157,0,4,0,0,0,0,9,4,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1819,N201807163,0,0,0,3,3,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1820,N201807177,0,4,3,0,3,0,6,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1821,N201807179,0,0,0,3,3,0,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1822,N201807180,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1823,N201807181,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1824,N201807191,0,2,0,0,0,3,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1825,N201807197,0,0,0,0,6,3,3,3,3,0,0,0,0,6,SUIVI_LT,3,Consultation
1826,N201807198,0,0,0,0,0,3,4,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1827,N201807207,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1828,N201807209,0,0,0,0,0,3,6,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1829,N201807215,0,0,0,0,0,3,6,13,3,0,0,0,0,6,SUIVI_LT,3,Consultation
1830,N201807220,0,0,3,0,3,0,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1831,N201807224,0,4,0,3,3,0,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1832,N201807231,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1833,N201807236,0,0,0,3,3,3,3,3,3,0,0,0,0,6,SUIVI_LT,3,Consultation
1834,N201807244,0,0,0,0,10,0,0,6,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1835,N201807247,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1836,N201807248,0,0,0,4,3,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1837,N201807262,0,0,0,0,0,6,10,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1838,N201807275,0,2,4,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1839,N201807281,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1840,N201807288,0,0,0,6,0,3,0,7,3,0,0,0,0,6,SUIVI_LT,3,Consultation
1841,N201807290,0,0,0,3,0,3,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1842,N201807293,0,0,0,0,0,9,0,6,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1843,N201807295,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1844,N201807310,3,0,0,3,0,0,0,9,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1845,N201807316,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1846,N201807323,0,0,0,3,0,0,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1847,N201807335,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1848,N201807339,0,0,3,9,0,3,4,4,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1849,N201807340,0,0,0,0,3,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1850,N201807342,0,0,2,0,0,0,2,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1851,N201807347,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1852,N201807348,0,0,0,0,3,0,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1853,N201807350,0,2,0,0,0,4,0,6,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1854,N201807368,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1855,N201807375,0,5,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1856,N201807376,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1857,N201807389,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1858,N201807392,0,0,0,3,3,0,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1859,N201807395,0,0,0,0,0,3,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1860,N201807401,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1861,N201807405,0,0,0,3,0,3,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1862,N201807407,0,0,0,0,6,0,3,6,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1863,N201807409,0,0,0,3,3,3,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1864,N201807410,0,2,3,0,0,0,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1865,N201807421,0,0,0,0,3,0,6,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1866,N201807424,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1867,N201807433,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1868,N201807434,0,0,0,0,4,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1869,N201807435,0,0,3,0,3,3,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1870,N201807436,0,0,0,3,3,3,3,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1871,N201807437,0,6,0,3,7,0,6,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1872,N201807444,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1873,N201807448,0,0,6,0,3,0,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1874,N201807452,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1875,N201807461,0,0,3,3,0,3,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1876,N201807470,4,2,3,7,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1877,N201807481,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1878,N201900001,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1879,N201900002,0,0,3,6,0,0,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1880,N201900003,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1881,N201900004,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1882,N201900005,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1883,N201900006,0,0,3,0,3,0,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1884,N201900007,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1885,N201900008,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1886,N201900009,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1887,N201900010,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1888,N201900011,0,2,3,0,3,3,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1889,N201900012,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1890,N201900013,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1891,N201900014,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1892,N201900015,0,4,3,3,6,3,6,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1893,N201900016,0,0,3,3,0,3,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1894,N201900017,0,0,0,6,6,3,3,6,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1895,N201900018,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1896,N201900019,0,0,3,0,3,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1897,N201900020,0,0,0,3,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1898,N201900021,0,0,0,0,0,3,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1899,N201900022,0,0,3,0,3,0,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1900,N201900023,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1901,N201900024,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1902,N201900026,0,0,0,0,3,3,9,6,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1903,N201900027,0,4,3,0,0,0,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1904,N201900028,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1905,N201900029,0,0,6,6,3,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1906,N201900030,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1907,N201900032,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1908,N201900033,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1909,N201900034,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1910,N201900036,0,0,0,0,0,0,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1911,N201900037,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1912,N201900038,0,0,0,3,3,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1913,N201900039,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1914,N201900040,0,0,0,0,0,0,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1915,N201900041,0,2,0,0,3,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1916,N201900042,0,2,0,1,14,0,3,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1917,N201900043,0,2,0,0,0,0,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1918,N201900044,0,2,6,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1919,N201900045,0,0,0,3,3,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1920,N201900046,0,0,3,6,6,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1921,N201900047,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1922,N201900049,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1923,N201900053,0,0,0,5,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1924,N201900054,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1925,N201900055,2,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1926,N201900056,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1927,N201900057,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1928,N201900058,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1929,N201900059,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1930,N201900060,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1931,N201900061,0,0,0,3,6,0,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1932,N201900062,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1933,N201900063,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1934,N201900064,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1935,N201900065,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1936,N201900066,0,4,8,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1937,N201900067,0,0,3,0,0,3,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1938,N201900068,0,2,0,3,3,4,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1939,N201900069,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1940,N201900070,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1941,N201900071,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1942,N201900072,0,2,7,0,0,3,3,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1943,N201900073,0,0,0,3,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1944,N201900074,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1945,N201900075,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1946,N201900076,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1947,N201900077,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1948,N201900078,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1949,N201900079,0,0,12,3,12,3,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1950,N201900080,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1951,N201900081,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1952,N201900083,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1953,N201900084,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1954,N201900086,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1955,N201900087,0,0,0,3,3,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1956,N201900088,0,2,0,0,0,3,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1957,N201900089,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1958,N201900090,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1959,N201900091,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1960,N201900092,0,2,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1961,N201900093,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1962,N201900094,0,0,0,3,6,0,6,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1963,N201900095,0,0,0,0,3,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1964,N201900096,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1965,N201900097,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1966,N201900098,0,0,3,0,0,0,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1967,N201900099,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1968,N201900100,0,0,3,0,0,0,4,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1969,N201900101,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1970,N201900102,0,0,0,3,3,0,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1971,N201900103,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1972,N201900104,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1973,N201900105,0,0,3,3,0,7,6,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1974,N201900106,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1975,N201900107,0,0,3,1,3,3,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1976,N201900108,0,0,0,0,0,3,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1977,N201900109,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1978,N201900110,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1979,N201900111,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1980,N201900112,0,0,9,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1981,N201900113,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1982,N201900114,0,0,0,3,0,4,0,2,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1983,N201900115,0,0,0,0,3,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1984,N201900116,0,0,0,3,0,3,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1985,N201900117,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1986,N201900118,0,0,0,3,0,3,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1987,N201900119,0,0,0,0,0,0,0,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1988,N201900120,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1989,N201900121,0,0,0,0,0,3,3,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1990,N201900122,0,0,0,0,7,6,3,4,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1991,N201900123,0,0,0,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1992,N201900413,0,0,0,0,0,0,6,3,0,0,0,0,0,6,SUIVI_LT,3,Consultation
1993,N201906335,0,0,1,0,0,0,0,0,0,0,0,0,0,6,SUIVI_LT,3,Consultation
0,N197403668,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
1,N198300356,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
2,N198300511,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
3,N198302025,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
4,N198302546,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
5,N198303522,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
6,N198303901,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
7,N198303963,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
8,N198401875,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
9,N198403316,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
10,N198403654,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
11,N198404865,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
12,N198410754,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
13,N198410788,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
14,N198412339,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
15,N198502105,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
16,N198502208,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
17,N198502258,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
18,N198502640,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
19,N198504436,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
20,N198507368,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
21,N198507945,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
22,N198509758,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
23,N198510292,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
24,N198600117,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
25,N198600228,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
26,N198600346,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
27,N198600847,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
28,N198600899,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
29,N198601213,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
30,N198601228,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
31,N198604377,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
32,N198606667,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
33,N198607572,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
34,N198700065,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
35,N198700233,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
36,N198701208,0,0,0,0,0,0,0,0,0,0,0,0,0,6,INIT_NEW,3,Consultation
